Brand_ID,Country,Year,Sustainability_Rating,Material_Type,Eco_Friendly_Manufacturing,Carbon_Footprint_MT,Water_Usage_Liters,Waste_Production_KG,Recycling_Programs,Product_Lines,Average_Price_USD,Market_Trend,Certifications,Z_Carbon_Footprint,Z_Water_Usage,Z_Waste_Production
BRAND-1033,China,2021,A,Hemp,0,363.57,2590709.15,68953.68,0,2,329.43,Growing,OEKO-TEX,0.7931506768270264,0.05098144604896273,0.6556742150226078
BRAND-1034,Italy,2010,A,Hemp,1,97.55,1470313.66,63379.07,0,18,314.4,Declining,Fair Trade,"-10,698,901,938,077,800",-0.7331149545834063,0.4617309314376652
BRAND-1035,Japan,2015,B,Organic Cotton,1,386.3,4987667.91,95944.58,0,19,460.08,Growing,Fair Trade,0.9523376514512251,"17,284,665,421,200,100","15,947,002,227,456,200"
BRAND-1036,China,2011,D,Recycled Pol1ter,1,313.18,4930056.86,80666.87,1,19,81.91,Growing,OEKO-TEX,0.44025003224658815,"16,881,480,855,171,100","10,631,815,616,987,500"
BRAND-1037,India,2018,D,Vegan Leather,0,156.78,778050.61,65592.01,0,15,210.97,Stable,OEKO-TEX,-0.6550796127698946,"-12,175,875,989,670,200",0.5387201468225015
BRAND-1038,China,2019,A,Bamboo Fabric,1,118.13,1141291.32,51312.27,0,18,184.19,Growing,OEKO-TEX,-0.9257605001093259,-0.9633776027502954,0.04192132783081415
BRAND-1039,Australia,2012,B,Recycled Pol1ter,0,447.65,2773503.96,28616.64,1,1,296.7,Stable,OEKO-TEX,"1,381,995,411,820,540",0.17890837350854916,-0.7476702319785599
BRAND-1040,China,2020,A,Vegan Leather,0,419.1,4080376.22,29288.06,0,4,87.86,Stable,GOTS,"11,820,487,278,996,900","10,935,084,806,120,500",-0.7243112168251047
BRAND-1041,Japan,2012,C,Recycled Pol1ter,1,314.99,2140533.29,76580.28,1,20,196.32,Stable,GOTS,0.4529261617701165,-0.26406915405438214,0.9210071883766049
BRAND-1042,India,2014,B,Bamboo Fabric,1,400.6,1957898.12,5913.02,1,13,439.7,Stable,0ne,"10,524,860,780,735,700",-0.3918843592243715,"-15,375,397,676,168,800"
BRAND-1043,Japan,2021,D,Organic Cotton,0,289.46,1630126.76,48849.66,0,19,246.39,Declining,0ne,0.27412970501007283,-0.6212715228645754,-0.04375402337565852
BRAND-1044,USA,2020,C,Recycled Pol1ter,0,423.47,806264.7,7239.43,1,10,262.69,Declining,OEKO-TEX,"1,212,653,526,804,560","-11,978,422,799,135,600","-1,491,393,344,677,900"
BRAND-1045,France,2021,C,Recycled Pol1ter,1,78.9,3217713.33,93507.57,0,11,406.51,Stable,Fair Trade,"-1,200,503,351,605,460",0.4897833915293485,"1,509,915,507,486,740"
BRAND-1046,France,2022,C,Hemp,1,303.78,3564578.17,6142.68,1,2,30.18,Declining,B Corp,0.3744181993619656,0.7325329161190293,"-152,954,978,903,397"
BRAND-1047,Australia,2018,D,Hemp,1,399.15,413003.66,52598.51,0,16,463.95,Stable,OEKO-TEX,"1,042,331,167,681,790","-14,730,616,722,845,000",0.08667021772235774
BRAND-1048,USA,2021,B,Organic Cotton,1,61.78,3115210.66,50656.96,0,15,439.81,Stable,Fair Trade,"-13,204,013,280,932,000",0.4180480308289877,0.019122787095937916
BRAND-1049,Germany,2024,B,Bamboo Fabric,1,174.74,996839.27,72843.81,1,14,218.12,Stable,0ne,-0.5292987916414033,"-10,644,707,734,028,800",0.7910136532563666
BRAND-1050,Brazil,2010,B,Bamboo Fabric,0,95.14,1879469.06,20969.35,0,14,240.74,Growing,B Corp,"-1,086,768,355,217,560",-0.4467720700370776,"-10,137,230,200,886,300"
BRAND-1051,Australia,2010,A,Bamboo Fabric,0,299.79,2060965.96,58820.18,1,6,400.65,Growing,0ne,0.3464746873183868,-0.3197534705459881,0.30312502069188035
BRAND-1052,Brazil,2017,C,Hemp,1,52.99,4619743.9,9921.39,1,16,390.47,Stable,Fair Trade,"-13,819,610,952,268,000","14,709,789,901,599,200","-13,980,867,046,002,100"
BRAND-1053,Italy,2021,B,Vegan Leather,1,165.92,985570.05,28960.47,0,19,113.69,Growing,0ne,-0.591068660369315,"-10,723,574,124,681,100",-0.7357082258122072
BRAND-1054,Germany,2017,B,Tencel,1,157.39,1913905.23,80110.81,0,9,384.55,Growing,GOTS,-0.6508075470188713,-0.4226722970644425,"1,043,835,974,784,110"
BRAND-1055,Brazil,2016,D,Organic Cotton,0,279.37,3160951.56,30755.85,1,11,154.4,Declining,OEKO-TEX,0.20346553545626025,0.4500592941478762,-0.6732461177037056
BRAND-1056,France,2024,D,Bamboo Fabric,1,171.66,3675602.79,30071.43,0,17,176.46,Stable,Fair Trade,-0.5508692219908329,0.8102322693390039,-0.6970574089242944
BRAND-1057,USA,2015,C,Bamboo Fabric,0,378.68,3323826.38,46696.45,0,3,242.32,Growing,Fair Trade,0.8989718464958184,0.5640454367693936,-0.11866520418434934
BRAND-1058,India,2016,D,Hemp,0,275.4,2037252.25,58979.73,0,12,24.45,Declining,OEKO-TEX,0.17566209114222275,-0.3363492483963968,0.3086758396542792
BRAND-1059,Australia,2018,A,Vegan Leather,0,52.81,2223494.08,82116.62,1,4,256.53,Growing,GOTS,"-13,832,217,047,926,800",-0.2060099620876081,"11,136,190,408,008,300"
BRAND-1060,India,2015,B,Bamboo Fabric,0,131.43,4693614.28,28305.17,0,19,348.89,Declining,GOTS,-0.8326154599640623,"15,226,763,591,589,200",-0.7585064186424165
BRAND-1061,Germany,2024,D,Organic Cotton,1,362.24,510482.13,4107.13,0,9,167.39,Stable,Fair Trade,0.7838361728125002,"-14,048,424,424,247,300","-16,003,675,235,304,300"
BRAND-1062,Italy,2021,A,Recycled Pol1ter,0,440.17,1224173.61,33049.92,1,3,317.04,Stable,OEKO-TEX,"1,329,610,080,971,920",-0.905373348140909,-0.5934343517552877
BRAND-1063,Italy,2024,C,Organic Cotton,1,324.88,4018026.57,8659.89,1,20,117.72,Declining,B Corp,0.5221896540285117,"10,498,737,671,719,900","-14,419,748,783,455,300"
BRAND-1064,Australia,2024,D,Hemp,0,309.35,1993591.25,43134.11,0,18,376.98,Declining,Fair Trade,0.4134270620393432,-0.3669049166881443,-0.24260067533766488
BRAND-1065,USA,2013,D,Organic Cotton,1,339.7,3872751.55,98115.48,1,1,356.57,Declining,Fair Trade,0.6259798416189482,0.9482046500606852,"16,702,268,469,102,800"
BRAND-1066,Italy,2013,B,Hemp,0,127.63,1589757.93,57785.05,1,17,154.3,Stable,Fair Trade,-0.8592283285769948,-0.6495232023681586,0.26711236489402523
BRAND-1067,Brazil,2014,C,Vegan Leather,1,381.18,630550.74,47082.28,0,2,346.91,Declining,GOTS,0.9164803126885371,"-1,320,813,752,760,930",-0.10524199841648775
BRAND-1068,China,2017,B,Vegan Leather,1,167.91,4375070.06,23408.62,0,4,81.62,Growing,OEKO-TEX,-0.5771319212799109,"12,997,467,074,658,000",-0.9288596783749989
BRAND-1069,UK,2023,D,Bamboo Fabric,0,221.38,2743681.85,68462.87,1,12,306.0,Growing,OEKO-TEX,-0.20266084635004306,0.15803769943053902,0.6385987060603081
BRAND-1070,Italy,2015,B,Bamboo Fabric,0,59.42,4642320.66,58372.34,1,6,84.55,Declining,GOTS,"-13,369,293,201,791,300","14,867,790,861,188,400",0.2875444580837909
BRAND-1071,Brazil,2023,C,Recycled Pol1ter,1,169.96,2071313.38,69035.71,0,3,346.01,Growing,B Corp,-0.5627749790018814,-0.3125119430226746,0.658528077006222
BRAND-1072,Germany,2022,A,Bamboo Fabric,0,455.41,1944089.81,32332.86,0,7,23.32,Declining,B Corp,"14,363,416,908,827,400",-0.40154795236309077,-0.618381203809049
BRAND-1073,USA,2017,D,Vegan Leather,0,116.54,1586267.18,34254.35,1,15,189.5,Stable,0ne,-0.9368958846078951,-0.6519661651745401,-0.5515316699446835
BRAND-1074,USA,2017,A,Organic Cotton,1,155.43,3675980.87,89983.09,0,12,492.87,Growing,OEKO-TEX,-0.6645341845139626,0.8104968644483177,"13,872,972,034,027,800"
BRAND-1075,USA,2023,C,Recycled Pol1ter,0,279.85,4164730.13,70256.01,1,17,50.98,Stable,OEKO-TEX,0.20682716096526238,"11,525,426,322,135,300",0.700982883523396
BRAND-1076,Italy,2013,B,Recycled Pol1ter,0,101.25,413985.1,19516.25,0,3,99.19,Growing,GOTS,"-10,439,776,638,425,600","-14,723,748,223,477,500","-10,642,770,472,541,700"
BRAND-1077,Australia,2012,C,Bamboo Fabric,0,90.74,2998331.51,86118.62,0,7,467.66,Stable,GOTS,"-11,175,832,557,167,500",0.33625144949504193,"1,252,850,488,544,610"
BRAND-1078,India,2014,D,Recycled Pol1ter,1,387.11,882000.82,41088.43,1,13,124.96,Declining,OEKO-TEX,0.958010394497666,"-11,448,391,933,964,400",-0.31377083726182564
BRAND-1079,Japan,2015,B,Vegan Leather,1,89.38,2867261.63,2331.03,1,7,478.32,Growing,0ne,"-11,271,078,613,255,900",0.244523642612031,"-16,621,588,714,409,000"
BRAND-1080,France,2017,D,Vegan Leather,1,74.67,1765302.52,17599.9,1,3,389.43,Growing,0ne,"-1,230,127,676,403,540",-0.5266702612433376,"-11,309,477,581,196,800"
BRAND-1081,Germany,2018,A,Organic Cotton,1,94.91,3422800.18,97965.53,1,12,53.27,Declining,0ne,"-10,883,791,341,072,900",0.6333111568026902,"16,650,100,164,282,300"
BRAND-1082,Germany,2015,D,Recycled Pol1ter,0,149.48,1532339.46,98456.3,1,16,344.8,Growing,GOTS,-0.7062043340526333,-0.6897068839865287,"16,820,841,337,718,600"
BRAND-1083,UK,2013,A,Tencel,1,409.44,318910.46,11837.73,1,1,86.36,Growing,OEKO-TEX,"11,143,960,145,310,200","-15,389,117,583,500,700","-13,314,163,416,393,600"
BRAND-1084,China,2015,C,Recycled Pol1ter,1,413.79,3177975.57,68127.85,1,15,437.13,Declining,0ne,"11,448,607,457,063,600",0.46197335939043555,0.6269432039056057
BRAND-1085,China,2011,D,Bamboo Fabric,0,100.73,1148223.64,95605.26,1,4,259.0,Stable,OEKO-TEX,"-10,476,194,248,106,400",-0.9585260952169764,"15,828,951,215,841,000"
BRAND-1086,Australia,2013,D,Vegan Leather,1,38.42,2388826.16,5219.84,1,3,158.84,Growing,Fair Trade,"-14,840,004,361,979,600",-0.09030413321367813,"-15,616,558,233,257,900"
BRAND-1087,China,2012,D,Tencel,0,300.78,3843981.76,35681.68,1,14,459.65,Declining,OEKO-TEX,0.3534080399307031,0.9280704305040274,-0.5018741931060711
BRAND-1088,France,2017,D,Hemp,1,162.72,2147457.55,59461.17,0,13,415.01,Growing,0ne,-0.6134794970959949,-0.25922328722298094,0.32542536194357546
BRAND-1089,China,2019,C,Bamboo Fabric,0,395.92,4732783.51,29295.8,0,19,240.97,Growing,Fair Trade,"10,197,102,293,608,000","15,500,885,118,609,500",-0.7240419386128266
BRAND-1090,France,2010,D,Bamboo Fabric,1,9.63,1762749.59,92835.24,0,4,498.28,Growing,GOTS,"-16,856,279,328,733,100",-0.5284569010878682,"14,865,248,330,085,800"
BRAND-1091,USA,2023,D,Vegan Leather,1,293.32,3720607.98,96370.2,0,11,158.64,Declining,Fair Trade,0.3011627768116306,0.8417286541457438,"1,609,507,741,183,580"
BRAND-1092,China,2015,B,Bamboo Fabric,0,125.95,4398076.24,71522.82,1,5,419.81,Stable,0ne,-0.8709940178585017,"13,158,473,282,656,000",0.7450557946469084
BRAND-1093,France,2013,A,Bamboo Fabric,0,262.09,4501834.32,21301.34,0,18,126.06,Growing,OEKO-TEX,0.08244701713218831,"13,884,612,737,791,900","-10,021,729,330,480,300"
BRAND-1094,Germany,2013,B,Recycled Pol1ter,1,335.28,4908563.63,8250.99,1,15,49.12,Stable,B Corp,0.5950248733902214,"16,731,062,860,531,000","-1,456,200,700,180,220"
BRAND-1095,Germany,2023,D,Tencel,1,143.25,317229.64,16694.31,1,4,397.25,Declining,0ne,-0.7498354318048882,"-15,400,880,616,500,000","-11,624,536,568,608,800"
BRAND-1096,Australia,2018,C,Organic Cotton,0,330.54,2402211.55,57566.62,1,9,304.23,Stable,GOTS,0.561828821488827,-0.08093651596268381,0.2595130832521778
BRAND-1097,France,2022,A,Hemp,0,362.77,3164167.7,78572.2,0,12,208.5,Growing,0ne,0.7875479676453564,0.45231007418085356,0.9903070148108342
BRAND-1098,Italy,2017,D,Tencel,0,426.23,209984.45,12062.63,0,4,41.13,Declining,OEKO-TEX,"12,319,828,734,813,200","-16,151,424,225,561,900","-13,235,919,656,779,500"
BRAND-1099,India,2022,D,Vegan Leather,1,327.36,4423046.04,59794.6,0,5,422.85,Growing,Fair Trade,0.5395580524916888,"1,333,322,166,819,720",0.33702554725622114
BRAND-1100,USA,2021,D,Tencel,1,20.32,1606806.61,31768.82,1,14,320.35,Growing,Fair Trade,"-1,610,761,731,433,250",-0.6375918720987614,-0.6380044186479797
BRAND-1101,Japan,2016,D,Bamboo Fabric,1,352.96,4331965.63,59492.33,1,1,168.52,Growing,0ne,0.7188447463051282,"12,695,805,485,371,200",0.3265094328860284
BRAND-1102,India,2014,B,Bamboo Fabric,0,400.17,3764072.76,60502.4,0,12,324.44,Declining,0ne,"10,494,746,218,884,200",0.8721470000391904,0.36165023958831666
BRAND-1103,China,2016,D,Bamboo Fabric,0,403.05,3299439.38,21948.36,1,3,454.29,Stable,0ne,"10,696,443,749,424,400",0.5469784643539463,-0.9796628052821276
BRAND-1104,China,2014,D,Hemp,1,192.47,376682.38,97937.34,0,10,87.23,Declining,OEKO-TEX,-0.40512874940264226,"-1,498,480,718,655,670","16,640,292,731,718,800"
BRAND-1105,France,2018,D,Organic Cotton,0,258.04,2103556.62,29026.89,0,2,429.96,Declining,B Corp,0.054083301899984317,-0.28994686787342905,-0.733397443013821
BRAND-1106,Brazil,2017,A,Recycled Pol1ter,1,296.9,3703759.42,69932.28,0,2,82.09,Declining,0ne,0.3262349003996037,0.829937375646543,0.6897201657377656
BRAND-1107,France,2017,D,Recycled Pol1ter,0,7.92,4212236.24,23351.98,1,9,369.51,Declining,0ne,"-16,976,037,237,491,300","11,857,892,582,411,300",-0.9308302104090338
BRAND-1108,France,2020,A,Bamboo Fabric,0,203.94,3084509.74,35948.99,1,6,469.97,Growing,OEKO-TEX,-0.3247999065104488,0.39656233128542545,-0.492574353451801
BRAND-1109,Australia,2018,D,Hemp,1,14.28,2805384.98,22180.81,0,13,453.85,Declining,Fair Trade,"-16,530,621,857,548,600",0.20121995299419007,-0.9715757612971098
BRAND-1110,USA,2011,A,Hemp,0,22.72,587657.83,3411.9,1,14,44.87,Stable,0ne,"-1,593,953,603,888,240","-13,508,318,817,554,100","-16,245,548,996,960,700"
BRAND-1111,China,2021,D,Tencel,1,56.92,1737915.93,75053.94,1,18,314.67,Declining,Fair Trade,"-13,544,377,863,718,500",-0.5458364635676566,0.8679051074297689
BRAND-1112,India,2017,C,Vegan Leather,1,198.3,2172560.42,2056.18,0,17,184.51,Growing,B Corp,-0.36429900624122213,-0.24165532110010554,"-16,717,210,312,141,100"
BRAND-1113,China,2017,D,Bamboo Fabric,1,22.24,3791705.81,28146.88,1,4,53.62,Declining,Fair Trade,"-15,973,152,293,972,400",0.8914856846705383,-0.7640134016167699
BRAND-1114,Japan,2024,D,Recycled Pol1ter,1,126.82,495614.93,76100.68,0,7,165.01,Declining,0ne,-0.8649010716234357,"-1,415,247,088,026,690",0.904321680546041
BRAND-1115,Italy,2014,D,Hemp,0,298.44,859850.73,11273.53,0,18,62.12,Growing,0ne,0.33702011557431855,"-11,603,406,890,715,800","-135,104,512,295,297"
BRAND-1116,Italy,2021,B,Hemp,1,251.37,4540800.06,55167.22,1,13,33.45,Growing,OEKO-TEX,0.007370714097810677,"14,157,310,162,537,600",0.17603683744597576
BRAND-1117,India,2024,B,Hemp,1,447.1,1855698.79,58458.16,1,14,434.14,Stable,OEKO-TEX,"13,781,435,492,581,400",-0.4634074307783633,0.2905301759362077
BRAND-1118,USA,2020,B,Bamboo Fabric,0,149.8,359102.14,34662.64,0,3,148.91,Stable,GOTS,-0.7039632503799651,"-15,107,840,553,160,600",-0.5373270702946816
BRAND-1119,Japan,2021,A,Tencel,1,46.64,1039406.97,41962.2,0,4,152.14,Stable,GOTS,"-142,643,259,935,631","-1,034,680,239,032,560",-0.2833719711711009
BRAND-1120,Australia,2019,A,Bamboo Fabric,1,155.84,1306478.21,12176.64,0,4,351.5,Stable,GOTS,-0.6616627960583568,-0.8477733834931696,"-13,196,255,045,691,900"
BRAND-1121,India,2010,B,Hemp,0,444.46,2883270.97,89349.05,0,11,125.33,Stable,B Corp,"1,359,654,608,958,630",0.2557276022696159,"13,652,386,558,946,700"
BRAND-1122,Japan,2021,D,Vegan Leather,0,370.94,1747501.29,71804.17,1,13,363.93,Declining,Fair Trade,0.8447656351631613,-0.5391282553127612,0.7548440924536827
BRAND-1123,Brazil,2014,A,Recycled Pol1ter,0,351.91,3132459.77,61180.04,1,12,395.8,Stable,GOTS,0.7114911905041866,0.4301196298186549,0.38522565144466187
BRAND-1124,USA,2019,D,Recycled Pol1ter,0,197.6,2684383.27,62859.15,1,9,436.51,Stable,OEKO-TEX,-0.3692013767751835,0.11653824360837159,0.44364267198965307
BRAND-1125,China,2016,C,Organic Cotton,0,123.5,4630740.67,92619.05,0,17,54.18,Stable,OEKO-TEX,-0.8881523147273661,"14,786,749,581,038,700","1,479,003,482,012,150"
BRAND-1126,Japan,2018,C,Organic Cotton,0,28.05,2539257.72,26937.16,1,5,395.88,Growing,GOTS,"-15,566,255,539,653,600",0.014973731424559829,-0.806100124996231
BRAND-1127,Brazil,2015,C,Hemp,1,85.13,1308839.48,60047.04,1,5,328.81,Growing,Fair Trade,"-1,156,872,253,853,210",-0.8461208747813385,0.3458080526706238
BRAND-1128,Italy,2012,C,Organic Cotton,0,397.93,4777566.49,98415.12,0,10,284.98,Stable,OEKO-TEX,"10,337,870,361,797,500","15,814,293,854,551,400","16,806,514,623,530,500"
BRAND-1129,USA,2016,D,Vegan Leather,0,371.8,4365430.64,35474.0,1,18,103.34,Growing,B Corp,0.8507885475334566,"12,930,006,659,173,900",-0.5090994772308657
BRAND-1130,Japan,2017,B,Hemp,0,237.92,1043363.44,50914.66,1,1,279.48,Declining,GOTS,-0.08682483401901613,"-1,031,911,347,231,500",0.028088290365196323
BRAND-1131,UK,2017,D,Bamboo Fabric,0,347.18,738238.53,96687.05,1,5,71.68,Declining,OEKO-TEX,0.6783651724675627,"-12,454,496,431,365,200","16,205,311,005,583,000"
BRAND-1132,Australia,2023,C,Bamboo Fabric,0,272.55,96649.34,9795.9,0,7,169.51,Stable,0ne,0.15570243968252367,"-16,944,587,466,662,400","-14,024,525,602,667,200"
BRAND-1133,UK,2010,D,Recycled Pol1ter,1,412.24,1308484.31,41684.07,1,18,220.53,Stable,0ne,"11,340,054,966,668,700",-0.8463694365803622,-0.2930482436750931
BRAND-1134,Italy,2018,B,Bamboo Fabric,1,206.29,3234519.41,65711.54,1,12,343.49,Stable,B Corp,-0.30834194828929323,0.5015449408700547,0.5428786513074625
BRAND-1135,Germany,2015,C,Hemp,0,200.18,1721131.24,62673.11,1,11,349.56,Declining,B Corp,-0.3511326396642977,-0.5575830433532732,0.4371702535643026
BRAND-1136,China,2018,D,Recycled Pol1ter,0,216.91,3586529.06,28329.58,0,5,299.53,Stable,B Corp,-0.23396598390262413,0.7478950038758063,-0.7576571833502062
BRAND-1137,Italy,2017,B,Recycled Pol1ter,0,419.56,4716317.57,95114.67,0,12,430.13,Declining,GOTS,"11,852,702,856,791,500","15,385,650,057,398,800","15,658,272,665,244,800"
BRAND-1138,Japan,2013,D,Recycled Pol1ter,1,357.32,1411313.79,51549.5,1,8,462.06,Growing,GOTS,0.7493795113452296,-0.7744053615135319,0.05017467024667043
BRAND-1139,Japan,2011,C,Bamboo Fabric,0,17.88,4236413.33,52720.07,1,16,337.16,Growing,OEKO-TEX,"-16,278,499,944,373,400","12,027,093,274,630,900",0.09089934685472488
BRAND-1140,USA,2017,A,Bamboo Fabric,1,6.69,3551188.03,39479.47,0,1,94.73,Stable,OEKO-TEX,"-17,062,178,891,159,500",0.7231619746330334,-0.3697473065676299
BRAND-1141,Australia,2015,A,Recycled Pol1ter,0,483.61,1011759.48,1193.87,0,4,144.0,Growing,0ne,"16,338,371,895,366,000","-10,540,290,293,383,100","-170,172,119,855,643"
BRAND-1142,USA,2011,C,Organic Cotton,0,266.71,2039637.34,87124.82,0,14,219.37,Growing,GOTS,0.11480266265633253,-0.33468006952083357,"12,878,566,561,407,600"
BRAND-1143,Brazil,2014,C,Hemp,0,473.77,184167.78,47347.65,1,9,288.95,Stable,GOTS,"15,649,238,666,020,600","-16,332,099,337,198,800",-0.09600965226762052
BRAND-1144,France,2014,B,Organic Cotton,1,466.82,1131270.13,22314.28,1,13,103.1,Growing,GOTS,"15,162,503,305,863,000",-0.9703908218137292,-0.9669322777063147
BRAND-1145,Japan,2011,A,Hemp,0,337.03,2054315.34,86846.99,0,12,361.52,Growing,Fair Trade,0.6072807997251244,-0.32440783344776447,"12,781,908,207,767,800"
BRAND-1146,France,2012,B,Vegan Leather,0,370.1,2312877.18,53561.86,0,9,243.23,Declining,0ne,0.8388827905224079,-0.1434561874491872,0.1201856138203008
BRAND-1147,India,2011,B,Hemp,0,403.51,2333481.17,42370.68,1,15,266.34,Growing,0ne,"10,728,659,327,219,000",-0.1290367127709509,-0.26916076133242556
BRAND-1148,Japan,2018,A,Bamboo Fabric,0,195.73,1263155.6,92645.57,0,15,56.38,Growing,0ne,-0.3822977094873371,-0.878092233283434,"14,799,261,251,891,000"
BRAND-1149,Italy,2012,A,Vegan Leather,0,379.89,4101961.12,91233.8,1,16,219.2,Stable,B Corp,0.9074459441330941,"11,086,144,343,123,900","14,308,099,880,123,800"
BRAND-1150,UK,2015,C,Organic Cotton,1,202.23,2492572.77,32083.84,1,1,307.05,Growing,0ne,-0.33677569738626845,-0.017698214852823222,-0.6270447258273288
BRAND-1151,UK,2010,B,Organic Cotton,1,428.5,3280082.73,29089.16,1,20,142.82,Declining,0ne,"12,478,805,607,843,100",0.5334319267886259,-0.7312310406522505
BRAND-1152,Brazil,2019,C,Organic Cotton,0,361.65,4588345.31,40342.22,1,4,234.84,Stable,GOTS,0.7797041747910184,"14,490,050,339,777,800",-0.33973183141996766
BRAND-1153,France,2014,B,Hemp,1,419.44,3707716.15,54948.07,0,20,280.4,Growing,Fair Trade,"11,844,298,793,019,000",0.8327064494057332,0.1684125066681024
BRAND-1154,USA,2015,B,Vegan Leather,0,214.85,3326467.63,58867.49,0,17,279.88,Growing,OEKO-TEX,-0.24839296004542435,0.5658938863897773,0.30477095767157997
BRAND-1155,Germany,2019,B,Vegan Leather,0,228.78,4132752.87,22672.49,1,7,463.45,Declining,OEKO-TEX,-0.15083578641959564,"1,130,163,700,227,570",-0.9544699846287787
BRAND-1156,France,2016,A,Recycled Pol1ter,1,245.82,4570180.87,85796.84,1,13,64.24,Stable,Fair Trade,-0.031498080850024944,"14,362,928,514,041,900","12,416,556,121,690,500"
BRAND-1157,Japan,2014,A,Recycled Pol1ter,0,203.83,2718085.69,15871.51,0,8,145.32,Stable,OEKO-TEX,-0.3255702790229283,0.1401245097531954,"-11,910,792,528,637,800"
BRAND-1158,Brazil,2013,C,Hemp,1,149.65,2545518.8,81900.41,1,19,310.47,Declining,0ne,-0.7050137583515284,0.01935547906268269,"11,060,969,939,950,700"
BRAND-1159,Germany,2013,D,Organic Cotton,1,44.9,419639.4,26996.54,0,15,89.52,Stable,0ne,"-14,386,184,918,264,400","-14,684,177,229,862,600",-0.804034267083431
BRAND-1160,UK,2018,A,Vegan Leather,1,127.96,1479502.93,78354.06,1,5,44.96,Stable,Fair Trade,-0.856917211039556,-0.7266839455372711,0.9827178224043305
BRAND-1161,France,2011,C,Bamboo Fabric,1,157.0,2521835.66,3299.84,1,9,356.33,Growing,Fair Trade,-0.6535388677449353,0.002781095288902754,"-162,845,351,939,477"
BRAND-1162,Brazil,2014,C,Hemp,0,307.06,4162531.16,53334.93,1,12,309.41,Stable,GOTS,0.3973893070068127,"1,151,003,707,362,890",0.11229061321148132
BRAND-1163,USA,2022,A,Hemp,0,184.96,2889880.84,12757.82,0,10,50.32,Growing,B Corp,-0.4577241818455692,0.26035344673427685,"-1,299,405,981,130,970"
BRAND-1164,Italy,2017,D,Vegan Leather,0,33.86,653632.61,77895.08,1,3,21.37,Growing,0ne,"-15,159,358,785,334,800","-13,046,601,611,511,900",0.9667496939971744
BRAND-1165,USA,2013,C,Recycled Pol1ter,0,157.6,2317363.34,99736.89,0,9,326.81,Stable,B Corp,-0.6493368358586828,-0.1403165979559622,"17,266,364,575,265,400"
BRAND-1166,Germany,2018,B,Bamboo Fabric,0,452.27,402667.66,87866.82,1,9,467.37,Declining,OEKO-TEX,"14,143,510,573,446,800","-14,802,952,076,470,300","13,136,711,824,340,900"
BRAND-1167,Brazil,2013,B,Vegan Leather,0,301.79,1489308.09,38501.24,0,16,262.01,Stable,OEKO-TEX,0.3604814602725618,-0.7198219126816903,-0.4037803848101077
BRAND-1168,UK,2013,B,Recycled Pol1ter,1,199.77,414559.14,41097.1,1,5,282.81,Declining,0ne,-0.3540040281199035,"-14,719,730,867,982,600",-0.3134692039155142
BRAND-1169,France,2021,A,Organic Cotton,0,153.9,1346822.09,20015.26,0,16,392.34,Stable,0ne,-0.6752493658239065,-0.8195391649713293,"-10,469,162,564,649,100"
BRAND-1170,France,2014,B,Hemp,0,56.65,4900492.56,5109.24,0,4,282.75,Stable,B Corp,"-13,563,287,007,206,600","16,674,578,369,181,800","-1,565,503,648,943,090"
BRAND-1171,Germany,2017,C,Organic Cotton,0,462.88,4460567.88,1997.83,0,6,79.93,Growing,B Corp,"14,886,569,878,665,800","13,595,814,118,378,400","-16,737,510,549,462,100"
BRAND-1172,Germany,2014,D,Tencel,1,364.15,516089.47,88464.91,1,4,158.16,Declining,GOTS,0.7972126409837371,"-1,400,918,207,500,220","13,344,790,126,642,400"
BRAND-1173,Australia,2022,D,Organic Cotton,0,281.32,1467130.55,50954.76,0,10,190.84,Growing,Fair Trade,0.2171221390865808,-0.7353426189359438,0.029483388079970255
BRAND-1174,USA,2018,D,Organic Cotton,1,32.95,101097.17,68635.71,0,7,479.94,Stable,0ne,"-15,223,089,602,276,300","-16,913,459,819,998,800",0.6446118903251847
BRAND-1175,UK,2010,D,Bamboo Fabric,1,104.3,741622.81,5937.36,0,11,42.37,Growing,GOTS,"-1,022,617,335,087,440","-12,430,811,921,829,000","-15,366,929,676,573,400"
BRAND-1176,India,2024,B,Recycled Pol1ter,0,87.08,1773291.57,41603.16,0,4,108.53,Declining,OEKO-TEX,"-11,432,156,502,228,900",-0.521079212898907,-0.29586314033599975
BRAND-1177,Japan,2011,A,Tencel,1,205.0,4074084.67,11395.27,0,11,133.04,Declining,B Corp,-0.31737631684473605,"10,891,054,088,812,000","-1,346,809,731,536,590"
BRAND-1178,UK,2019,B,Tencel,0,486.49,2650508.9,96285.02,1,16,391.51,Declining,GOTS,"16,540,069,425,906,200",0.09283164015650551,"16,065,442,892,298,600"
BRAND-1179,India,2010,A,Recycled Pol1ter,1,212.08,2546678.52,60804.34,0,13,426.13,Stable,0ne,-0.26779234058695656,0.020167096287009013,0.37215487310449746
BRAND-1180,Germany,2016,B,Vegan Leather,0,370.9,1080155.67,46281.99,0,11,430.24,Growing,OEKO-TEX,0.8444854997040776,"-1,006,162,711,707,950",-0.13308446101390606
BRAND-1181,UK,2021,D,Vegan Leather,1,80.67,1493465.8,53718.69,1,10,251.88,Declining,Fair Trade,"-11,881,073,575,410,200",-0.7169121852908087,0.12564180271326855
